Date (yyyymmddhhmm),CO2 (ppm)
199509081943,359
199509081943,359.3
199509081959,358.89
199509081959,358.88
199509151935,358.2
199509151935,358.28
199509151951,358.46
199509151951,358.72
199509222010,358.45
199509222010,357.9
199509222021,358.52
199509222021,358.43
199509291947,357.43
199509291947,357.43
199509292014,357.11
199509292014,356.97
199510061933,357.84
199510061933,358.21
199510062004,357.85
199510062004,357.83
199510131918,357.54
199510131918,357.84
199510131934,358.02
199510131934,357.73
199510181934,357.94
199510181934,357.92
199510181950,358.21
199510181950,358.16
199510271936,358.45
199510271936,358.63
199510271951,358.5
199510271951,358.56
199511031941,359.63
199511031941,359.75
199511031959,359.48
199511031959,359.41
199511092014,359.81
199511092014,359.49
199511092032,359.36
199511092032,359.48
199511171938,360.14
199511171938,359.68
199511172005,360.08
199511172005,359.99
199511242000,359.98
199511242000,360.2
199511242020,359.72
199511242020,359.58
199512011933,360.23
199512011933,360.36
199512081941,360.52
199512081941,360.43
199512081955,360.49
199512081955,360.43
199512151926,360.84
199512151926,360.83
199512151941,361.04
199512151941,360.76
199601122015,362.73
199601122015,362.61
199601122035,362.66
199601122035,362.65
199601191937,363.77
199601191937,362.14
199601192019,362.27
199601192019,362.19
199602021940,362.37
199602021940,362.01
199602021958,362.97
199602021958,362.28
199602091931,362.79
199602091931,362.85
199602091943,363.15
199602091943,362.85
199602161936,362.57
199602161936,362.6
199602161957,362.5
199602161957,362.46
199602231925,364.13
199602231925,364.38
199602231938,364.07
199602231938,363.98
199603011918,365.21
199603011918,364.73
199603011956,364.5
199603011956,363.92
199603081935,364.22
199603081935,363.94
199603081952,364.33
199603081952,363.93
199603151917,363.67
199603151917,363.33
199603151947,363.39
199603151947,363.28
199603221926,364.91
199603221926,364.94
199603221938,365.38
199603221938,365.22
199603291925,364.41
199603291925,382.58
199603291955,364.7
199603291955,364.53
199604051913,364.58
199604051913,364.25
199604052245,362.38
199604052245,362.28
199604121928,365.23
199604121928,365.3
199604121950,365.18
199604121950,365.2
199604191918,364.28
199604191918,364.28
199604191933,364.78
199604191933,364.72
199604261928,365.55
199604261928,365.53
199604261953,365.35
199604261953,365.19
199605031932,364.94
199605031932,365.19
199605031946,364.76
199605031946,364.65
199605101924,365.99
199605101924,365.89
199605101941,366.11
199605101941,366.09
199605171929,365.69
199605171929,365.91
199605171943,365.86
199605171943,365.81
199605241922,364.9
199605241922,365.57
199605241938,365.51
199605241938,365.53
199605311928,365.19
199605311928,364.56
199605311944,364.88
199605311944,364.88
199606071925,365.98
199606071925,365.63
199606071942,365.57
199606071942,365.35
199606141921,365.54
199606141921,365.45
199606141935,365.26
199606141935,365.25
199606211931,365.66
199606211931,365.54
199606211947,365.25
199606211947,365.34
199606281930,365.01
199606281930,364.55
199606281942,365.11
199606281942,364.49
199607051931,364.48
199607051931,364.52
199607051948,364.56
199607051948,364.57
199607121924,363.84
199607121924,363.9
199607121940,363.99
199607121940,363.85
199607191921,363.57
199607191921,363.54
199607191938,363.65
199607191938,363.62
199607261938,363.2
199607261938,363.14
199607261940,362.82
199607261940,363.68
199608021948,360.93
199608021948,360.81
199608022008,361.18
199608022008,361.24
199608091930,362.47
199608091930,362.78
199608091941,361.29
199608091941,362.19
199608161955,361.57
199608161955,-999.99
199608162006,361.89
199608162006,361.46
199608231920,360.83
199608231920,360.86
199608231953,361.61
199608231953,361.06
199608301921,360.88
199608301921,361.86
199608301932,361.09
199608301932,361.08
199609061924,359.14
199609061924,359.19
199609061938,359.61
199609061938,359.17
199609131927,359.42
199609131927,359.39
199609131941,359.6
199609131941,359.65
199609201929,358.65
199609201929,358.88
199609201949,358.33
199609201949,358.3
199609271926,358.8
199609271926,358.48
199609272009,358.28
199609272009,358.18
199610041928,359.59
199610041928,359.59
199610041945,359.64
199610041945,359.49
199610111924,358.98
199610111924,359.05
199610111927,359.53
199610111927,359.21
199610181928,360.17
199610181928,359.99
199610181948,359.74
199610181948,359.67
199610251922,359.03
199610251922,359.59
199610251944,359.71
199610251944,359.69
199611012008,360.5
199611012008,360.5
199611012027,360.36
199611012027,360.66
199611081931,360.52
199611081931,360.43
199611081943,360.74
199611081943,360.78
199611151930,361.18
199611151930,361.05
199611151943,360.97
199611151943,360.98
199611221928,361.42
199611221928,361.47
199611221939,361.59
199611221939,361.55
199611291936,361.24
199611291936,361.35
199611291947,361.32
199611291947,361.27
199612061942,361.95
199612061942,362.06
199612062007,361.95
199612062007,362.11
199612131938,362.12
199612131938,362.2
199612131953,362.37
199612131953,362.3
199612201938,362.68
199612201938,362.46
199612202007,362.53
199612202007,362.48
199612271936,362.37
199612271936,362.32
199701031933,362.74
199701031933,362.74
199701032008,363.03
199701032008,362.88
199701101936,362.5
199701101936,368.46
199701102017,362.85
199701102017,362.72
199701171936,363.18
199701171936,363.35
199701171949,363.34
199701171949,363.27
199701241942,363.91
199701241942,363.89
199701242001,364.03
199701242001,364.1
199701311948,363.32
199701311948,363.45
199701312002,363.6
199701312002,363.64
199702071931,363.88
199702071931,363.6
199702071946,363.94
199702071946,363.86
199702141931,363.96
199702141931,364.03
199702141946,364.54
199702141946,364.44
199702211929,364.79
199702211929,364.85
199702211939,365.13
199702211939,365.16
199702282021,364.32
199702282024,363.91
199702282024,363.86
199703071934,364.22
199703071934,364.22
199703071954,365.15
199703071954,365.28
199703141933,364.1
199703141933,364.25
199703141948,364.77
199703141948,364.41
199703211929,365.17
199703211929,365.15
199703211951,365.55
199703281927,365.51
199703281927,365.59
199703281940,365.75
199703281940,365.8
199704041929,365.58
199704041929,365.69
199704041940,365.88
199704041940,365.87
199704111934,367.56
199704111934,367.47
199704111947,367.6
199704111947,367.53
199704181939,367.49
199704181939,367.48
199704181958,367.88
199704181958,367.87
199704251936,367.1
199704251936,366.95
199704252009,367.09
199704252009,367.18
199705021926,366.54
199705021926,366.56
199705021939,366.56
199705021939,366.53
199705091926,366.95
199705091926,369.81
199705091940,366.95
199705091940,366.93
199705091940,366.86
199705161942,366.99
199705161942,365.92
199705161942,367
199705162003,367.27
199705162003,367.24
199705162003,367.12
199705231928,418.3
199705231928,366.59
199705231942,367.07
199705231942,367.04
199705231942,367.01
199705301929,366.1
199705301929,366.22
199705301947,366.28
199705301947,366.28
199706061929,365.33
199706061929,365.94
199706061956,365.3
199706061956,365.44
199706061956,365.36
199706131924,394.87
199706131924,365.34
199706131951,365.43
199706131951,365.6
199706131951,365.5
199706201934,366.05
199706201934,365.86
199706201934,365.94
199706201946,365.61
199706201946,402.08
199706271925,365.12
199706271925,365.25
199706271954,365.62
199706271954,365.64
199706271954,365.67
199707031942,364.9
199707031942,363.95
199707031958,364.88
199707031958,364.76
199707031958,364.85
199707111918,364.86
199707111918,548.23
199707111940,364.49
199707111940,364.47
199707111940,364.53
199707181921,363.42
199707181921,363.4
199707181938,363.35
199707181938,363.25
199707251918,363.98
199707251918,363.93
199707251938,363.89
199707251938,363.78
199708011938,362.73
199708011938,363.39
199708012000,363.45
199708012000,363.43
199708081928,363.53
199708081928,363.25
199708081951,363.39
199708081951,363.37
199708151940,362.66
199708151940,363.44
199708151958,362.57
199708151958,362.65
199708221928,364.58
199708221928,359.56
199708221944,362.01
199708221944,361.89
199708291920,361.14
199708291920,361.15
199708291935,361.3
199708291935,361.26
199709051928,360
199709051928,361.21
199709051948,360.65
199709051948,360.57
199709121935,360.84
199709121950,360.92
199709121950,360.94
199709261930,359.63
199709261930,359.81
199709261948,360.09
199709261948,359.81
199710031927,360.4
199710031927,364.35
199710031948,360.59
199710031948,360.54
199710101940,360.98
199710101940,361.1
199710101958,361.13
199710101958,360.88
199710171937,360.97
199710171937,361.13
199710171954,360.93
199710171954,360.99
199710241941,360.92
199710241941,360.88
199710241958,361.11
199710241958,360.88
199710311937,362.9
199710311937,361.16
199710311956,361.64
199710311956,361.63
199711071937,362.1
199711071937,362.31
199711071950,362.25
199711071950,362.19
199711141929,363.1
199711141929,362.31
199711141946,362.27
199711141946,362.21
199711211926,363.7
199711211926,363.45
199711211948,363.49
199711211948,363.47
199711281928,363.42
199711281928,363.27
199711281942,363.19
199711281942,363.14
199712051928,364.01
199712051928,364.13
199712051945,364.03
199712051945,364.03
199712121934,364.24
199712121934,364.11
199712121947,364.29
199712121947,364.14
199712191930,364.18
199712191930,364.02
199712191950,364.34
199712191950,364.27
199801021933,364.83
199801021933,364.87
199801021947,364.96
199801021947,365.05
199801091932,365.16
199801091932,382.05
199801091947,365.39
199801091947,365.05
199801161936,365.31
199801161936,365.56
199801161953,365.64
199801161953,365.69
199801231928,365.17
199801231928,365.29
199801231942,365.36
199801231942,365.7
199801301933,365.84
199801301933,366.33
199801301953,366.01
199801301953,366.12
199802061934,366.34
199802061934,366.15
199802061954,366.13
199802061954,366.25
199802131937,365.89
199802131937,365.99
199802132015,365.86
199802132015,365.75
199802201931,366.37
199802201931,366.29
199802201946,366.2
199802201946,366.16
199802271938,366.33
199802271938,366.34
199802271950,366.5
199802271950,366.55
199803062012,367.27
199803062012,367.31
199803062013,367.31
199803062013,367.31
199803131931,366.36
199803131931,366.39
199803131947,366.54
199803131947,366.5
199803201930,367.97
199803201930,368.27
199803201942,368.12
199803201942,368.06
199803271932,368.04
199803271932,368.01
199803271947,367.97
199803271947,368.15
199804031940,368.24
199804031940,368.36
199804031955,368.59
199804031955,368.55
199804101926,368.56
199804101926,368.59
199804101943,368.7
199804101943,368.55
199804171938,368.57
199804171938,368.63
199804171953,368.79
199804171953,368.63
199804241934,368.88
199804241934,369.07
199804241953,369.06
199804241953,369.11
199805011932,370.07
199805011932,368.46
199805011946,370.39
199805011946,370.05
199805081926,369.68
199805081926,369.21
199805081946,369.29
199805081946,369.43
199805151927,368.64
199805151927,368.79
199805151942,368.83
199805151942,369.06
199805221946,369.43
199805221946,369.8
199805222004,369.88
199805222004,369.82
199805291936,370.24
199805291936,369.82
199805291956,369.88
199805291956,369.84
199806051936,369.39
199806051936,370.18
199806051955,370.21
199806051955,370.22
199806121929,368.23
199806121929,368.51
199806121947,368.71
199806121947,368.56
199806191927,368.45
199806191927,368.52
199806191946,368.89
199806191946,368.72
199806261927,368.95
199806261927,368.81
199806261951,368.74
199806261951,368.81
199807021925,368.54
199807021925,367.86
199807021938,368.12
199807021938,368.2
199807101942,368.15
199807101942,370.02
199807101958,368.43
199807101958,368.35
199807171936,367.54
199807171936,366.5
199807171951,367.56
199807171951,393.55
199807231902,368.83
199807231902,358.8
199807231932,367.62
199807231932,367.68
199807311927,367.41
199807311927,366.76
199807311943,367.17
199807311943,367.25
199808071928,366.48
199808071928,366.56
199808071944,366.53
199808071944,366.63
199808141949,366.14
199808141949,366.52
199808141949,366.31
199808141949,366.27
199808211938,364.7
199808211938,364.86
199808211950,364.65
199808211950,364.61
199808281936,357.67
199808281936,364.11
199808281953,364.1
199808281953,364.03
199809041945,365.35
199809041945,364.56
199809042004,364.99
199809042004,365.15
199809111935,363.94
199809111935,364.88
199809111959,365.19
199809111959,365.44
199809181958,363.99
199809181958,364.01
199809182011,363.18
199809182011,364.07
199809251924,363.58
199809251924,366.16
199809251954,363.8
199809251954,363.83
199810021950,364.61
199810021950,363.44
199810021952,363.95
199810021952,363.95
199810091933,363.97
199810091933,364.09
199810091947,364.13
199810091947,364.17
199810161929,364.3
199810161929,364.34
199810161947,364.43
199810161947,364.32
199810231938,364.8
199810231938,364.77
199810231959,364.89
199810231959,364.94
199810301938,363.87
199810301955,364.68
199810301955,364.71
199811061941,365.27
199811061941,365.85
199811061958,365.09
199811061958,365.11
199811131954,365.77
199811131954,365.69
199811201944,366.32
199811201944,366.32
199811202010,366.21
199811202010,366.22
199811271922,366.05
199811271922,366.13
199811271947,366.19
199811271947,366.42
199812041948,367.54
199812041948,367.65
199812042010,367.78
199812042010,367.85
199812111920,367.68
199812111920,367.47
199812111953,367.71
199812111953,367.9
199812181935,368.06
199812181935,368.06
199812182014,367.87
199812182014,367.91
199812231923,367.86
199812231923,367.86
199812232006,367.92
199812232006,367.86
199812301920,368.63
199812301920,368.52
199812301958,367.9
199812301958,367.93
199901081921,367.99
199901081921,368.06
199901081950,372.3
199901081950,367.95
199901151947,368.38
199901151947,368.29
199901152010,368.31
199901152010,368.28
199901221938,368.2
199901221938,368.22
199901222010,368.16
199901222010,368.44
199901291923,369.34
199901291923,369.18
199901291950,369.77
199901291950,369.9
199902051924,368.93
199902051924,368.92
199902051958,369.02
199902051958,369.08
199902121935,368.97
199902121935,369
199902122014,369.67
199902122014,369.68
199902191923,368.49
199902191923,368.46
199902191952,368.52
199902191952,368.47
199902261937,368.93
199902261937,368.77
199902262010,368.73
199902262010,368.82
199903051947,368.01
199903051947,368
199903052012,367.8
199903052012,367.79
199903121922,370.55
199903121922,370.65
199903122002,370.65
199903122002,370.63
199903191923,369.32
199903191923,369.56
199903192000,370.4
199903192000,370.45
199903261915,370.19
199903261915,370.26
199903261947,370.4
199903261947,370.5
199904021919,371.22
199904021919,371.24
199904021953,371.13
199904021953,371.14
199904091939,372.14
199904091939,372.13
199904092015,371.64
199904092015,371.49
199904161922,371.34
199904161922,371.28
199904161938,371.52
199904161938,371.3
199904231937,369.68
199904231937,369.69
199904232012,369.49
199904232012,369.68
199904301947,370.8
199904301947,370.75
199904302016,370.68
199904302016,370.75
199905071948,371.77
199905071948,371.82
199905072014,371.74
199905072014,371.76
199905141943,371.44
199905141943,371.2
199905142018,370.99
199905142018,371.11
199905211919,370.73
199905211919,370.74
199905211942,370.7
199905211942,370.66
199905281940,370.6
199905281940,370.66
199905282016,370.66
199905282016,370.88
199906041934,371.71
199906041934,371.58
199906042012,371.93
199906042012,371.98
199906111934,370.7
199906111934,370.29
199906112013,370.27
199906112013,370.04
199906181936,370.58
199906181936,370.52
199906182016,370.59
199906182016,370.58
199906251922,370.18
199906251922,370.14
199906251954,370.63
199906251954,370.45
199907022002,368.9
199907022002,368.94
199907022016,368.62
199907022016,368.68
199907091920,370.79
199907091920,370.8
199907091948,370.72
199907091948,370.83
199907161958,370.45
199907161958,370.51
199907162014,370.3
199907162014,370.35
199907231949,368.93
199907231949,368.74
199907232004,367.96
199907232004,368.14
199908061943,368.01
199908061943,367.98
199908062016,367.81
199908062016,367.88
199908131939,367.08
199908131939,367.15
199908132017,366.71
199908132017,477.23
199908201950,366.3
199908201950,366.28
199908202012,366.03
199908202012,366.08
199908272001,366.81
199908272001,366.65
199908272019,366.62
199908272019,366.69
199909031935,363.11
199909031935,363.05
199909032018,362.84
199909032018,362.9
199909101929,364.88
199909101929,364.78
199909102011,364.13
199909102011,364.08
199909171940,365.37
199909171940,365.43
199909172016,365.51
199909172016,365.41
199909241920,364.95
199909241920,365.03
199909241951,364.87
199909241951,364.88
199910011930,364.84
199910011930,364.85
199910012010,365.02
199910012010,364.92
199910081923,365.63
199910081923,365.57
199910081957,365.73
199910081957,365.55
199910151923,365.21
199910151923,365.2
199910151950,365.54
199910151950,365.69
199910221940,366.32
199910221940,365.91
199910222014,366.06
199910222014,366.63
199910292004,365.89
199910292004,365.92
199910292021,365.84
199910292021,365.92
199911051923,366.19
199911051923,366.16
199911051953,366.39
199911051953,366.32
199911121938,367.8
199911121938,367.64
199911122019,367.62
199911122019,367.51
199911191940,366.77
199911191940,366.8
199911192016,366.71
199911192016,366.8
199911261933,367.36
199911261933,367.38
199911262013,367.42
199911262013,367.38
199912012006,368.26
199912012006,368.22
199912012023,368.4
199912012023,368.19
199912101954,368.64
199912101954,368.63
199912102013,368.39
199912102013,368.6
199912171948,368.09
199912171948,368.07
199912172009,368.1
199912172009,368.07
199912221944,368.3
199912221944,368.4
199912222011,368.49
199912222011,368.48
199912291951,369.62
199912291951,369.66
199912292011,369.58
199912292011,369.5
200001071949,369.16
200001071949,369.07
200001072010,369.18
200001072010,369.31
200001142018,369.08
200001142018,369.05
200001142036,369.22
200001142036,369.07
200001211946,371.08
200001211946,371.01
200001212014,370.79
200001212014,370.71
200001281953,370.58
200001281953,370.56
200001282011,370.46
200001282011,370.47
200002041956,369.69
200002041956,369.65
200002042016,369.65
200002042016,369.47
200002111942,370.51
200002111942,370.43
200002112012,370.55
200002112012,370.69
200002181957,370.01
200002181957,370.09
200002182014,370.1
200002182014,370.1
200002251948,370.43
200002251948,370.41
200002252021,370.36
200002252021,370.48
200003031943,371.31
200003031943,371.18
200003032016,371.14
200003032016,371.06
200003101938,369.99
200003101938,369.91
200003102017,369.62
200003102017,369.59
200003171958,371.31
200003171958,371.31
200003172015,371.21
200003172015,371.37
200003241942,370.93
200003241942,370.94
200003242015,370.94
200003242015,371.03
200003311942,371.92
200003311942,371.66
200003312014,371.69
200003312014,371.64
200004071952,371.77
200004071952,503.86
200004072011,371.48
200004072011,371.57
200004141945,373.44
200004141945,373.43
200004142012,372.53
200004142012,372.45
200004211937,372.31
200004211937,372.18
200004212009,372.04
200004212009,372.06
200004281948,372.08
200004281948,372.11
200004282010,372.23
200004282010,372.18
200005051937,371.35
200005051937,371.25
200005052013,371.21
200005052013,371.33
200005121948,372.3
200005121948,372.31
200005122016,372.17
200005122016,372.3
200005191953,371.59
200005191953,371.55
200005192010,371.58
200005192010,371.44
200005261938,371.77
200005261938,371.71
200005262013,371.85
200005262013,371.86
200006021954,372.38
200006021954,372.48
200006022008,372.15
200006022008,372.23
200006091942,372.17
200006091942,372.17
200006092012,372.2
200006092012,372.21
200006161937,371.55
200006161937,371.46
200006162015,371.35
200006162015,371.35
200006231948,371.3
200006231948,371.27
200006232014,370.55
200006232014,370.59
200006301938,371.37
200006301938,371.42
200006302013,371.44
200006302013,371.33
200007071957,370.46
200007071957,370.32
200007072013,370.11
200007072013,370.06
200007141938,370.56
200007141938,370.64
200007142012,370.37
200007142012,370.28
200007211935,370.21
200007211935,370.13
200007212014,369.94
200007212014,370.02
200007281938,368.93
200007281938,368.94
200007282013,368.8
200007282013,368.77
200008041944,368.9
200008041944,368.84
200008042020,368.97
200008042020,368.84
200008111953,368.46
200008111953,368.47
200008112016,368.21
200008112016,368.21
200008182006,368.4
200008182006,368.31
200008182059,368.23
200008182059,368.25
200008252007,367.43
200008252007,367.43
200008252020,367.7
200008252020,367.29
200009011935,367.68
200009011935,367.72
200009012009,367.42
200009012009,367.4
200009081942,367.2
200009081942,367.17
200009082012,367.27
200009082012,367.11
200009152037,367
200009152037,366.99
200009152110,365.08
200009152110,365.17
200009221948,367.01
200009221948,367.04
200009222012,366.93
200009222012,366.98
200009291950,358.58
200009291950,366.83
200009291950,366.85
200009292012,366.84
200009292012,366.85
200010061943,366.68
200010061943,366.56
200010062016,366.57
200010132012,367.26
200010132012,367.16
200010132028,367.09
200010132028,367.04
200010271935,367.96
200010271935,367.86
200010272010,367.83
200010272010,367.84
200011171940,368.88
200011171940,368.67
200011172006,368.62
200011172006,368.67
200011241939,368.55
200011241939,368.59
200011242011,368.44
200011242011,368.53
200012011956,369.12
200012011956,369.1
200012012013,368.9
200012012013,368.96
200012151953,369.84
200012151953,369.85
200012152013,369.67
200012152013,369.76
200012221949,369.93
200012221949,369.95
200012222013,369.87
200012222013,369.83
200012291935,370.39
200012291935,370.35
200012292009,370.42
200012292009,370.27
200101051945,370.54
200101051945,370.35
200101052009,370.43
200101052009,370.29
200101121955,370.43
200101121955,370.41
200101122011,370.53
200101122011,370.59
200101191947,371.18
200101191947,371.09
200101192107,370.79
200101261943,371.9
200101261943,371.99
200101262008,371.74
200101262008,371.75
200102022010,371.37
200102022010,371.25
200102022110,370.92
200102022110,370.99
200102091953,370.63
200102091953,370.63
200102092009,370.58
200102092009,370.56
200102162009,372.44
200102162009,372.38
200102162022,372.87
200102162022,372.81
200102231951,372.38
200102231951,372.32
200102232012,371.92
200102232012,371.89
200102281957,372.1
200102281957,371.99
200102282010,372.08
200102282010,371.97
200103071954,372.85
200103071954,372.89
200103072009,373.18
200103072009,373.11
200103141945,373.18
200103141945,373.17
200103142007,372.98
200103142007,372.96
200103212003,373.31
200103212003,373.32
200103212019,373.45
200103212019,373.46
200103281939,372.74
200103281939,372.65
200103282003,339.62
200103282003,372.61
200104041957,372.68
200104041957,372.7
200104042011,372.84
200104042011,372.82
200104111940,375.36
200104111940,375.39
200104112009,375.17
200104112009,375.15
200104181947,374.23
200104181947,374.1
200104182001,374.19
200104182001,374.12
200104251935,373.31
200104252008,373.33
200104252008,373.44
200105021947,374.62
200105021947,374.67
200105022008,374.82
200105022008,374.82
200105091942,374.37
200105091942,374.26
200105092018,374.57
200105092018,374.6
200105161947,373.22
200105161947,373.18
200105162009,373.08
200105162009,373.12
200105231946,374.47
200105231946,374.53
200105232006,374.42
200105232006,374.43
200105301943,374.79
200105301943,374.77
200105302000,375
200105302000,374.99
200106061950,374.37
200106061950,374.31
200106062010,374.4
200106062010,374.34
200106131945,373.39
200106131945,373.37
200106132008,373.33
200106132008,373.36
200106201941,373.66
200106201941,373.64
200106202008,373.51
200106202008,373.52
200106271940,373.37
200106271940,373.49
200106272008,373.41
200106272008,373.45
200107031920,372.95
200107031920,372.88
200107031947,373.03
200107031947,372.99
200107111950,371.32
200107111950,371.32
200107112007,371.28
200107112007,371.32
200107181938,369.98
200107181938,369.97
200107182008,369.48
200107182008,369.55
200107251944,370.54
200107251944,370.56
200107252008,370.62
200107252008,370.54
200108011940,370.32
200108011940,370.31
200108012009,370.75
200108012009,370.73
200108081952,370.01
200108081952,370
200108082000,369.9
200108082000,370
200108151936,369.82
200108151936,369.72
200108152008,369.73
200108152008,369.53
200108221953,369.5
200108221953,369.34
200108222009,369.36
200108222009,369.37
200108291954,369.12
200108291954,369.03
200108292008,369.1
200108292008,369.17
200109051947,368.47
200109051947,368.49
200109052000,368.4
200109052000,368.43
200109121959,369.2
200109121959,369.2
200109122008,368.96
200109122008,368.99
200109191950,367.59
200109191950,367.57
200109192008,367.54
200109192008,367.54
200109261943,367.85
200109261943,367.76
200110031950,368.1
200110031950,368.06
200110102011,368.2
200110102022,368.71
200110102022,368.56
200110171953,368.57
200110171953,368.49
200110172001,368.53
200110172001,368.3
200110241951,369.15
200110241951,369.09
200110242009,369.12
200110242009,369.09
200110311957,369.32
200110311957,369.29
200110312003,369.33
200110312003,369.3
200111071949,369.31
200111071949,369.32
200111072008,369.43
200111072008,369.34
200111142008,370.28
200111142008,370.31
200111142014,370.22
200111142014,370.28
200111282010,370.79
200111282010,370.7
200111282024,370.72
200111282024,370.73
200112051953,371.24
200112051953,371.11
200112052013,371.07
200112052013,371.07
200112121959,372.37
200112121959,372.39
200112122006,372.36
200112122006,372.39
200112191950,371.38
200112191950,371.25
200112192008,371.25
200112192008,371.21
200112261957,372.12
200112261957,372.06
200112262013,372.06
200112262013,371.89
200201021945,371.95
200201021945,371.93
200201022010,371.73
200201022010,371.85
200201091951,372.14
200201091951,372.06
200201092008,371.97
200201092008,372.03
200201161954,372.69
200201161954,372.75
200201162000,372.65
200201162000,372.66
200201231956,372.83
200201231956,372.78
200201232006,372.83
200201232006,372.75
200201301956,372.49
200201301956,372.43
200201302013,372.74
200201302013,372.62
200202061948,372.59
200202061948,372.43
200202062000,372.45
200202062000,372.43
200202131950,373.11
200202131950,373.09
200202132012,372.96
200202132012,372.98
200202202001,372.97
200202202001,372.98
200202202013,373.2
200202202013,373.16
200203011953,373.33
200203011953,373.27
200203012008,373.24
200203012008,373.2
200203062008,373.58
200203062008,373.54
200203062016,373.6
200203062016,373.59
200203131942,374.35
200203131942,374.33
200203132008,374.4
200203132008,374.33
200203202008,375.19
200203202008,375.07
200203202010,374.87
200203202010,374.89
200203272000,374.89
200203272000,374.68
200203272014,374.58
200203272014,374.54
200204031959,373.78
200204031959,373.78
200204032012,373.75
200204032012,373.7
200204101939,374.39
200204101939,374.4
200204102010,374.33
200204102010,374.45
200204171953,375.3
200204171953,375.29
200204172011,375.23
200204172011,375.29
200204241944,376.08
200204241944,376.17
200204242009,376.37
200204242009,376.2
200205011956,376.18
200205011956,376.15
200205012012,375.93
200205012012,375.87
200205081956,374.73
200205081956,374.75
200205082009,374.58
200205082009,374.67
200205151954,374.88
200205151954,375.07
200205152012,374.93
200205152012,374.84
200205221953,375.23
200205221953,376.27
200205221953,376.31
200205222010,376.24
200205222010,376.18
200205291951,376.32
200205291951,376.3
200205292009,376.09
200205292009,376.16
200206051950,376.34
200206051950,376.2
200206052001,375.67
200206052001,375.74
200206121957,375.55
200206121957,375.59
200206122034,375.67
200206122034,375.65
200206191957,376.59
200206191957,376.61
200206192010,376.59
200206192010,376.77
200206261947,375.18
200206261947,375.26
200206262008,375.04
200206262008,375.28
200207051949,374.67
200207051949,374.72
200207052019,374.73
200207052019,374.62
200207101954,374.3
200207101954,374.24
200207102011,374.32
200207102011,374.29
200207171952,374.3
200207171952,374.3
200207172007,374.26
200207172007,374.21
200207242009,373.09
200207242009,373.11
200207242012,373.55
200207242012,372.89
200207311947,373.61
200207311947,373.61
200207312011,373.58
200207312011,373.58
200208071948,371.71
200208071948,371.73
200208072008,371.66
200208072008,371.65
200208141948,372.08
200208141948,372.08
200208142000,372.03
200208142000,372.04
200208211956,372.16
200208211956,372.07
200208212011,372.03
200208212011,372.05
200208281952,370.41
200208281952,370.35
200208282009,370.45
200208282009,370.44
200209041947,369.59
200209041947,369.67
200209042000,369.33
200209042000,369.34
200209181946,370.28
200209181946,370.06
200209182000,370.14
200209182000,370.25
200209251954,370.66
200209251954,370.58
200209252010,370.51
200209252010,370.45
200210021950,369.85
200210021950,369.83
200210022000,370
200210022000,370.05
200210091952,369.14
200210091952,369.26
200210092000,369.1
200210092000,369.13
200210161955,371.98
200210161955,372.06
200210162009,370.65
200210162009,370.67
200210231949,370.57
200210231949,370.57
200210301946,371.93
200210301946,371.96
200210302009,372.41
200210302009,372.22
200211061940,372.1
200211061940,372.05
200211062009,372
200211062009,372.02
200211131956,372.18
200211131956,372.2
200211132011,372.31
200211132011,372.16
200211201948,373.07
200211201948,373.09
200211202008,372.91
200211202008,372.95
200211271956,372.83
200211271956,372.87
200211272001,372.91
200211272001,372.83
200212042014,373.4
200212042014,373.44
200212042050,373.43
200212042050,373.45
200212111957,374.2
200212111957,374.21
200212112015,374.16
200212112015,374.12
200212181946,373.84
200212181946,373.82
200212182008,374.03
200212182008,373.94
200212261234,374.07
200212261234,374.13
200212261950,374.24
200212261950,374.12
200301081954,374.41
200301081954,374.26
200301082012,374.24
200301082012,374.29
200301151953,374.41
200301151953,374.48
200301152015,374.41
200301152015,374.38
200301221955,375.87
200301221955,375.89
200301222013,375.81
200301222013,375.76
200301291956,375.42
200301291956,375.44
200301292005,375.44
200301292005,375.41
200302051955,375.13
200302051955,375.13
200302052015,375.36
200302052015,375.21
200302122000,375.37
200302122000,375.37
200302122004,375.34
200302122004,375.23
200302191949,376.97
200302191949,376.77
200302192009,376.63
200302192009,376.8
200302261958,376.28
200302261958,376.5
200302262002,376.2
200302262002,376.25
200303051950,376.81
200303051950,376.75
200303052000,376.54
200303052000,376.52
200303122125,377.5
200303122125,377.48
200303122144,377.39
200303122144,377.4
200303191953,376.68
200303191953,376.7
200303192010,376.72
200303192010,376.62
200303261941,377.37
200303261941,377.36
200303262010,377.23
200303262010,377.2
200304021944,377.69
200304021944,377.75
200304022014,377.81
200304022014,377.66
200304091943,377.38
200304091943,377.45
200304092012,377.78
200304092012,377.58
200304161952,378.79
200304161952,378.74
200304162011,378.79
200304162011,378.73
200304231952,378.82
200304231952,378.75
200304232000,378.85
200304232000,378.89
200304291956,378.63
200304291956,378.6
200304292020,378.47
200304292020,378.54
200305071958,379.23
200305071958,379.22
200305072016,379.51
200305072016,379.34
200305141952,377.76
200305141952,377.66
200305142016,377.85
200305142016,377.77
200305211951,379.73
200305211951,379.81
200305212015,379.77
200305212015,379.63
200305281957,379.47
200305281957,379.5
200305282019,379.34
200305282019,379.42
200305301937,378.34
200305301937,378.36
200306041958,378.74
